photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1312844,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052761_895ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312845,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLF_1477_0798052664_802ECM_N0720000NCAM00501_01_295J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312846,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052766_425ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312847,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052872_817ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312848,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052876_862ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312849,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052899_068ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312850,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052938_847ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312851,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798069246_237ECM_N0720542SCAM03477_00_1LLJ01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312857,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052907_847ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
1312858,1477,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01477/ids/edr/browse/ncam/NLG_1477_0798052903_816ECM_N0720000NCAM00500_00_2I4J01_1200.jpg,2025-04-15,8,Perseverance,2021-02-18,2020-07-30,active
