photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1314779,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_09_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314784,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_07_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314785,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_08_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314790,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_05_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314799,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_01_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314800,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_02_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314801,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_03_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314802,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_04_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314803,1490,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NLF_1490_0799222655_050ECM_N0730000NCAM00709_06_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
1314778,1490,39,NAVCAM_RIGHT,Navigation Camera - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01490/ids/edr/browse/ncam/NRF_1490_0799222655_050ECM_N0730000NCAM00709_07_095J01_1200.jpg,2025-04-28,8,Perseverance,2021-02-18,2020-07-30,active
