photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1312615,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971026_691ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312616,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971072_691ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312621,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797970989_490ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312657,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797970997_691ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312658,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971038_737ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312659,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971030_722ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312660,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971022_255ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312661,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971051_738ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312662,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971059_784ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
1312663,1476,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01476/ids/edr/browse/ncam/NLG_1476_0797971063_800ECM_N0720000NCAM00528_00_2I4J01_1200.jpg,2025-04-14,8,Perseverance,2021-02-18,2020-07-30,active
