photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1312529,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR2_1475_0797888661_553ECM_N0720000ZCAM01061_034080J01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312530,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR2_1475_0797888687_553ECM_N0720000ZCAM01061_034080J01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312531,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR7_1475_0797888551_568ECM_N0720000ZCAM01061_1100LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312547,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR7_1475_0797888551_568EBY_N0720000ZCAM01061_1100LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312556,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR0_1475_0797893797_020EBY_N0720000ZCAM05132_0480LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312558,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR2_1475_0797888561_568ECM_N0720000ZCAM01061_034080J01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312580,1475,40,MCZ_RIGHT,Mast Camera Zoom - Right,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZR0_1475_0797893797_020ECM_N0720000ZCAM05132_0480LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312511,1475,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZL0_1475_0797877673_562EBY_N0720000ZCAM05074_1100LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312512,1475,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZL0_1475_0797877730_382EBY_N0720000ZCAM05074_1100LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
1312513,1475,41,MCZ_LEFT,Mast Camera Zoom - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01475/ids/edr/browse/zcam/ZL0_1475_0797877606_277EBY_N0720000ZCAM05074_1100LMJ01_1200.jpg,2025-04-13,8,Perseverance,2021-02-18,2020-07-30,active
