photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1311824,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616801_722ECM_N0720000NCAM02472_10_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311863,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616801_722ECM_N0720000NCAM02472_01_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311864,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616801_722ECM_N0720000NCAM02472_04_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311865,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616801_722ECM_N0720000NCAM02472_07_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311866,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616978_804ECM_N0720000NCAM02472_01_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311867,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616978_804ECM_N0720000NCAM02472_04_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311868,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616978_804ECM_N0720000NCAM02472_07_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311869,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797616978_804ECM_N0720000NCAM02472_10_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311870,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797617172_755ECM_N0720000NCAM14472_01_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
1311871,1472,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01472/ids/edr/browse/ncam/NLF_1472_0797617172_755ECM_N0720000NCAM14472_04_195J01_1200.jpg,2025-04-10,8,Perseverance,2021-02-18,2020-07-30,active
