photo_id,sol,camera_id,camera_name,camera_full_name,img_src,earth_date,rover_id,rover_name,rover_landing_date,rover_launch_date,rover_status
1309925,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLG_1465_0796991810_909ECM_N0710160NCAM00500_00_2I4J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309933,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0796991343_542ECM_N0710160NCAM00501_01_295J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309934,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0796991402_895ECM_N0710160NCAM00501_01_295J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309935,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0796991478_895ECM_N0710160NCAM00501_01_295J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309936,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0796991542_005ECM_N0710160NCAM00501_01_295J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309937,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0796991626_865ECM_N0710160NCAM00501_01_295J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309938,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLF_1465_0797000219_112ECM_N0710160NCAM00709_05_095J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309939,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLG_1465_0796991731_600ECM_N0710160NCAM00500_00_2I4J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309940,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLG_1465_0796991736_566ECM_N0710160NCAM00500_00_2I4J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
1309941,1465,38,NAVCAM_LEFT,Navigation Camera - Left,https://mars.nasa.gov/mars2020-raw-images/pub/ods/surface/sol/01465/ids/edr/browse/ncam/NLG_1465_0796991740_972ECM_N0710160NCAM00500_00_2I4J01_1200.jpg,2025-04-03,8,Perseverance,2021-02-18,2020-07-30,active
